,Stress Level,Mood Rating,Sleep Quality,Energy Level,Work Hours Per Day,Job Satisfaction,Workload Intensity,Break Frequency,Overtime Frequency,Role Clarity,Autonomy in Work,Burnout Risk
1142,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1143,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1144,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1145,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1146,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1147,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1148,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1149,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1151,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1152,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1153,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1154,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1155,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1156,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1157,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1158,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1159,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1160,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1161,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
1162,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1163,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1164,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1165,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0
1166,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1167,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1168,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1169,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0
1170,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1171,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1172,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1173,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1174,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1175,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1176,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0
1177,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1178,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1179,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
1180,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1181,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1182,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1183,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1184,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1185,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1186,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1187,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1188,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1189,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1190,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1191,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1192,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1193,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1194,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1195,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0
1196,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1197,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1198,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1199,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1200,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1201,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1202,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1203,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1204,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1205,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1206,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1207,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1208,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1209,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1210,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1211,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1212,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1213,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1214,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1215,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1216,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1217,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1218,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1219,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1220,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1221,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1222,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1223,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1224,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1225,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1226,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1227,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1228,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1229,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1230,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1231,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1232,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1233,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1234,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0
1235,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1236,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1237,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1238,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1239,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1240,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1241,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1242,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1243,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1244,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1245,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1246,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1247,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1248,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1249,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1250,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1251,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1252,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1253,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1254,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1255,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1256,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1257,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1258,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1259,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1260,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1261,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1262,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1263,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1264,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1265,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1266,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1267,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1268,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1269,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1270,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1271,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1272,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1273,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1274,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1275,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1276,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1277,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1278,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1279,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1280,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1281,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1282,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1283,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1284,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1285,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1286,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0
1287,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1288,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1289,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1290,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1291,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1292,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1293,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1294,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1295,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1296,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1297,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1298,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1299,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
1300,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1301,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1302,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1303,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1304,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1305,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1306,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1307,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1308,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1309,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1310,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1311,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1312,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1313,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1314,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1316,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1317,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1318,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1319,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0
1320,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1321,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1322,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0
1323,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1324,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1325,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1327,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1328,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1329,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1330,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1331,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1332,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1333,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1334,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1335,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
1336,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1337,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1338,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1339,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1340,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1341,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1342,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1343,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1344,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0
1345,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1346,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1347,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1348,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1349,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1350,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1351,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
1352,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0
1353,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1354,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1355,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1356,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1357,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1358,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1359,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1360,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1361,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1362,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1363,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1364,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1365,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1366,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1367,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1368,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1369,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1370,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0
1371,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1372,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1
1373,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1374,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1375,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1376,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1377,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1378,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1379,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1380,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1381,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1382,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1383,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1384,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1385,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0
1386,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1387,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1388,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1389,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1390,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1391,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1394,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1395,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0
1396,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1399,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1400,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1401,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1402,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1403,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1404,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1405,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1406,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1407,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1408,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1409,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1410,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1411,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1412,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1413,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1414,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1415,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
1417,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1418,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1419,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
1420,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0
1421,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1422,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0
1423,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
1424,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1
